school_type, lga_id, address_postcode,school_name, postal_address_line_1, school_status, postal_address_line_2, postal_town, address_state, postal_postcode, lga_name, address_line_1, ogc_fid, address_line_2, school_no, postal_state, address_town, education_sector, full_phone_no, entity_type,y,x
Secondary,161,3977,Cranbourne Secondary College,Stawell Street,O,null,CRANBOURNE,VIC,3977,Casey (C),Stawell Street,1297,null,7747,VIC,Cranbourne,Government,03 5996 3544,1,-38.108126,145.286641
Secondary,441,3136,Croydon Community School,P O Box 239,O,null,Croydon,VIC,3136,Maroondah (C),177-181 Mt Dandenong Road,1298,null,7757,VIC,Croydon,Government,03 9724 2900,1,-37.798422,145.278928
Secondary,506,3031,Mount Alexander 7-12 College,167-175 Mt Alexander Road,O,null,FLEMINGTON,VIC,3031,Moonee Valley (C),167-175 Mt Alexander Road,1299,null,7763,VIC,Flemington,Government,03 9376 1622,1,-37.782351,144.933264
Secondary,421,3109,East Doncaster Secondary College,20 George Street,O,null,DONCASTER EAST,VIC,3109,Manningham (C),20 George Street,1301,null,7773,VIC,Doncaster East,Government,03 9842 2244,1,-37.782173,145.158872
Secondary,421,3108,Doncaster Secondary College,123 CHURCH ROAD,O,null,DONCASTER,VIC,3108,Manningham (C),123 Church Road,1303,null,7776,VIC,Doncaster,Government,03 9848 4677,1,-37.784581,145.138053
Secondary,571,3095,Eltham High School,30-60 Withers Way,O,null,ELTHAM,VIC,3095,Nillumbik (S),30-60 Withers Way,1306,null,7805,VIC,Eltham,Government,03 9430 5111,1,-37.72464493,145.1424858
Secondary,590,3184,Elwood College,101 Glenhuntly Road,O,null,ELWOOD,VIC,3184,Port Phillip (C),101 Glenhuntly Road,1307,null,7810,VIC,Elwood,Government,03 9531 9566,1,-37.881989,144.984486
Secondary,707,3076,Epping Secondary College,McDonalds Road,O,null,EPPING,VIC,3076,Whittlesea (C),Mcdonalds Road,1308,null,7813,VIC,Epping,Government,03 9401 2599,1,-37.64428686,145.0328343
Secondary,367,3180,Fairhills High School,P O Box 226,O,null,FERNTREE GULLY,VIC,3156,Knox (C),Scoresby Road,1310,null,7823,VIC,Knoxfield,Government,03 9758 5022,1,-37.872665,145.259328
Secondary,433,3011,Gilmore College For Girls,P O Box 2021,O,null,FOOTSCRAY,VIC,3011,Maribyrnong (C),298 Barkly Street,1312,null,7841,VIC,Footscray,Government,03 9689 4788,1,-37.799098,144.894886
Secondary,217,3199,Frankston High School,97 Foot Street,O,null,FRANKSTON,VIC,3199,Frankston (C),97 Foot Street,1314,null,7850,VIC,Frankston,Government,03 9783 7955,1,-38.16056162,145.1284347
Secondary,413,3437,Gisborne Secondary College,P O Box 57,O,null,GISBORNE,VIC,3437,Macedon Ranges (S),95 Melton Road,1317,null,7857,VIC,Gisborne,Government,03 5428 3691,1,-37.49811364,144.5847741
Secondary,327,3043,Gladstone Park Secondary College,14 - 36 Taylor Drive,O,null,GLADSTONE PARK,VIC,3043,Hume (C),14 - 36 Taylor Drive,1318,null,7858,VIC,Gladstone Park,Government,03 9933 0500,1,-37.68921,144.890816
Secondary,66,3083,Bundoora Secondary College,P O Box 68,O,null,BUNDOORA,VIC,3083,Banyule (C),53 Balmoral Avenue,1319,null,7874,VIC,Bundoora,Government,03 9467 1511,1,-37.70757147,145.061579
Secondary,534,3915,Western Port Secondary College,"P O Box 101, 215 HIGH STREET",O,null,HASTINGS,VIC,3915,Mornington Peninsula (S),215 High Street,1320,null,7893,VIC,Hastings,Government,03 5979 1577,1,-38.307988,145.17524
Secondary,745,3777,Healesville High School,10 Camerons Road,O,null,HEALESVILLE,VIC,3777,Yarra Ranges (S),10 Camerons Road,1321,null,7900,VIC,Healesville,Government,03 5962 4088,1,-37.64356325,145.5319733
Secondary,497,3150,Highvale Secondary College,Capital Avenue,O,null,GLEN WAVERLEY,VIC,3150,Monash (C),Capital Avenue,1323,null,7918,VIC,Glen Waverley,Government,03 9803 5144,1,-37.86624,145.176723
Secondary,506,3031,Kensington Community High School,P O Box 321,O,null,FLEMINGTON,VIC,3031,Moonee Valley (C),405 Racecourse Rd,1325,null,7947,VIC,Kensington,Government,03 9376 1953,1,-37.787909,144.925577
Secondary,111,3102,Kew High School,1393 Burke Road,O,null,KEW EAST,VIC,3102,Boroondara (C),1393 Burke Road,1326,null,7950,VIC,Kew East,Government,03 9092 7500,1,-37.794722,145.061556
Secondary,698,3129,Koonung Secondary College,PO Box 1202,O,null,GREYTHORN,VIC,3104,Whitehorse (C),615 Elgar Road,1327,null,7954,VIC,Mont Albert North,Government,03 9890 9662,1,-37.803729,145.116155
Secondary,145,3981,Koo Wee Rup Secondary College,P O Box 30,O,null,KOO WEE RUP,VIC,3981,Cardinia (S),Rossiter Road,1328,null,7955,VIC,Koo Wee Rup,Government,03 5997 1444,1,-38.19701512,145.4957842
Secondary,617,3950,Korumburra Secondary College,Private Bag 2,O,null,KORUMBURRA,VIC,3950,South Gippsland (S),125 Jumbunna Road,1329,null,7960,VIC,Korumburra,Government,03 5655 1566,1,-38.44387,145.8039
Secondary,707,3075,Lalor Secondary College,P O Box 1015,O,null,LALOR,VIC,3075,Whittlesea (C),118 David Street,1332,null,7985,VIC,Lalor,Government,03 9463 7300,1,-37.67265939,145.0306228
Secondary,707,3076,Lalor North Secondary College,114 Childs Road,O,null,EPPING,VIC,3076,Whittlesea (C),114 Childs Road,1333,null,7986,VIC,Epping,Government,03 9401 3888,1,-37.66098319,145.034958
Secondary,745,3140,Lilydale High School,25 Melba Ave,O,null,LILYDALE,VIC,3140,Yarra Ranges (S),25 Melba Avenue,1334,null,7995,VIC,Lilydale,Government,03 9735 5644,1,-37.76073331,145.3452169
Secondary,267,3175,Lyndale Secondary College,P O Box 2684,O,null,DANDENONG NORTH,VIC,3175,Greater Dandenong (C),170-174 Gladstone Road,1336,null,8000,VIC,Dandenong North,Government,03 9795 2366,1,-37.957779,145.206752
Secondary,735,3121,Lynall Hall Community School,P O Box 99,O,null,RICHMOND,VIC,3121,Yarra (C),Cnr Gleadell & Highett Street,1337,null,8003,VIC,Richmond,Government,03 9428 4421,1,-37.816477,145.002257
Secondary,433,3032,Maribyrnong Secondary College,River Street,O,null,MARIBYRNONG,VIC,3032,Maribyrnong (C),River Street,1340,null,8015,VIC,Maribyrnong,Government,03 9091 8100,1,-37.77954228,144.8885143
Secondary,635,3141,Melbourne High School,Forrest Hill,O,null,SOUTH YARRA,VIC,3141,Stonnington (C),Forrest Hill,1342,null,8025,VIC,South Yarra,Government,03 9826 0711,1,-37.836829,144.995314
Secondary,465,3337,Melton Secondary College,P O Box 597,O,null,MELTON,VIC,3337,Melton (C),Coburns Road,1343,null,8027,VIC,Melton,Government,03 9743 3322,1,-37.68312036,144.5679855
Secondary,343,3194,Mentone Girls Secondary College,P O Box 52,O,null,MENTONE,VIC,3194,Kingston (C),Cnr Balcombe & Charman Rds,1344,null,8030,VIC,Mentone,Government,03 9581 5200,1,-37.98035,145.053969
Secondary,745,3793,Monbulk College,146-148 David Hill Road,O,null,MONBULK,VIC,3793,Yarra Ranges (S),146-148 David Hill Road,1347,null,8065,VIC,Monbulk,Government,03 9751 9000,1,-37.88317535,145.4278068
Secondary,66,3094,Montmorency Secondary College,Para Road,O,null,MONTMORENCY,VIC,3094,Banyule (C),Para Road,1348,null,8068,VIC,Montmorency,Government,03 9422 1500,1,-37.714075,145.113611
Secondary,745,3138,Mooroolbark College,186 Manchester Road,O,null,MOOROOLBARK,VIC,3138,Yarra Ranges (S),186 Manchester Road,1349,null,8071,VIC,Mooroolbark,Government,03 9727 8100,1,-37.77508326,145.3142304
Secondary,343,3195,Mordialloc College,1 Station Street,O,null,MORDIALLOC,VIC,3195,Kingston (C),1 Station Street,1351,null,8075,VIC,Mordialloc,Government,03 9580 1184,1,-38.012301,145.09199
Secondary,534,3930,Mount Eliza Secondary College,Locked Bag 4,O,null,MOUNT ELIZA,VIC,3930,Mornington Peninsula (S),204 Canadian Bay Road,1353,null,8102,VIC,Mount Eliza,Government,03 9787 6288,1,-38.190138,145.093813
Secondary,497,3149,Mount Waverley Secondary College,P O Box 346,O,null,MOUNT WAVERLEY,VIC,3149,Monash (C),9 Lechte Road,1354,null,8105,VIC,Mount Waverley,Government,03 9803 6811,1,-37.86879,145.13163
Secondary,231,3204,Mckinnon Secondary College,McKinnon Road,O,null,MCKINNON,VIC,3204,Glen Eira (C),291a Mckinnon Road,1355,null,8125,VIC,Mckinnon,Government,03 8520 9000,1,-37.912027,145.049119
Secondary,590,3004,MacRobertson Girls High School,350-370 Kings Way,O,null,MELBOURNE,VIC,3004,Port Phillip (C),350-370 Kings Way,1356,null,8135,VIC,Melbourne,Government,03 9864 7700,1,-37.835886,144.971862
Secondary,189,3070,Northcote High School,St Georges Road,O,null,NORTHCOTE,VIC,3070,Darebin (C),St Georges Road,1360,null,8180,VIC,Northcote,Government,03 9488 2300,1,-37.774156,144.989706
Secondary,441,3134,Norwood Secondary College,PO Box 371,O,null,RINGWOOD,VIC,3134,Maroondah (C),Byron Street,1361,null,8185,VIC,Ringwood,Government,03 9871 0400,1,-37.800473,145.238246
Secondary,145,3810,Pakenham Secondary College,1020 Princes Highway,O,null,PAKENHAM,VIC,3810,Cardinia (S),1020 Princes Highway,1366,null,8223,VIC,Pakenham,Government,03 5945 1433,1,-38.06907933,145.4711008
Secondary,343,3195,Parkdale Secondary College,"Warren Road,",O,null,MORDIALLOC,VIC,3195,Kingston (C),Warren Road,1367,null,8225,VIC,Mordialloc,Government,03 9580 6311,1,-37.989637,145.094101
Secondary,525,3044,Pascoe Vale Girls Secondary College,Lake Avenue,O,null,PASCOE VALE,VIC,3044,Moreland (C),Lake Avenue,1368,null,8227,VIC,Pascoe Vale,Government,03 9306 2544,1,-37.717664,144.935384
Secondary,735,3054,Princes Hill Secondary College,Arnold Street,O,null,PRINCES HILL,VIC,3054,Yarra (C),Arnold Street,1369,null,8245,VIC,Princes Hill,Government,03 9389 0600,1,-37.783481,144.96503
Secondary,275,3222,Bellarine Secondary College,Peninsula Drive,O,null,DRYSDALE,VIC,3222,Greater Geelong (C),Peninsula Drive,1370,null,8250,VIC,Drysdale,Government,03 5251 9000,1,-38.191069,144.556993
Secondary,441,3134,Ringwood Secondary College,Bedford Road,O,null,RINGWOOD,VIC,3134,Maroondah (C),Bedford Road,1373,null,8270,VIC,Ringwood,Government,03 9870 2002,1,-37.816606,145.239147
Secondary,534,3939,Rosebud Secondary College,245 Eastbourne Road,O,null,ROSEBUD,VIC,3939,Mornington Peninsula (S),245 Eastbourne Road,1376,null,8290,VIC,Rosebud,Government,03 5986 8595,1,-38.367615,144.887447
Secondary,367,3179,Scoresby Secondary College,Cavell Street,O,null,SCORESBY,VIC,3179,Knox (C),Cavell Street,1379,null,8307,VIC,Scoresby,Government,03 9765 4100,1,-37.888642,145.2362
Secondary,118,3021,St Albans Secondary College,289 MAIN ROAD EAST,O,null,ST ALBANS,VIC,3021,Brimbank (C),289 Main Road East,1381,null,8330,VIC,St Albans,Government,03 9366 2555,1,-37.745308,144.807009
Secondary,231,3161,Oakwood School,319 Balaclava Road,O,null,CAULFIELD NORTH,VIC,3161,Glen Eira (C),319 Balaclava Road,1383,null,8337,VIC,Caulfield North,Government,03 9563 5644,1,-37.87398,145.034173
Secondary,506,3041,Strathmore Secondary College,400 Pascoe Vale Road,O,null,STRATHMORE,VIC,3041,Moonee Valley (C),400 Pascoe Vale Road,1384,null,8345,VIC,Strathmore,Government,03 9379 7999,1,-37.73695,144.926643
Secondary,327,3429,Sunbury College,P O BOX 183,O,null,Sunbury,VIC,3429,Hume (C),30 Racecourse Road,1385,null,8350,VIC,Sunbury,Government,03 9744 1066,1,-37.574206,144.728687
Secondary,525,3056,Sydney Road Community School,P O BOX 292,O,null,BRUNSWICK,VIC,3056,Moreland (C),350 Sydney Road,1386,null,8368,VIC,Brunswick,Government,03 9380 9417,1,-37.769691,144.961878
Secondary,707,3074,Thomastown Secondary College,P O Box 110,O,null,THOMASTOWN,VIC,3074,Whittlesea (C),80-96 Main Street,1388,null,8383,VIC,Thomastown,Government,03 9465 0844,1,-37.67871605,145.0019385
Secondary,460,3052,University High School,77 Story Street,O,null,PARKVILLE,VIC,3052,Melbourne (C),77 Story Street,1390,null,8405,VIC,Parkville,Government,03 9347 2022,1,-37.797009,144.955664
Secondary,327,3064,Roxburgh College,P O Box 453,O,null,Somerton BC Somerton,VIC,3062,Hume (C),60-70 Donald Cameron Drive,1391,null,8407,VIC,Roxburgh Park,Government,03 9930 8100,1,-37.63062884,144.9294592
Secondary,745,3797,Upper Yarra Secondary College,P O Box 550,O,null,Yarra Junction,VIC,3797,Yarra Ranges (S),81-89 Little Yarra Road,1392,null,8410,VIC,Yarra Junction,Government,03 5967 1877,1,-37.79209352,145.623933
Secondary,745,3158,Upwey High School,1451 Burwood Hwy,O,null,UPWEY,VIC,3158,Yarra Ranges (S),1451 Burwood Highway,1393,null,8415,VIC,Upwey,Government,03 9754 2838,1,-37.903376,145.335356
Secondary,698,3133,Vermont Secondary College,P O Box 138,O,null,Vermont,VIC,3133,Whitehorse (C),27 - 63 Morack Road,1394,null,8420,VIC,Vermont,Government,03 9873 1077,1,-37.842864,145.199846
Secondary,161,3806,Kambrya College,P O Box 153,O,null,BERWICK,VIC,3806,Casey (C),68 Bemersyde Drive,1395,null,8421,VIC,Berwick,Government,03 9707 7600,1,-38.05368819,145.34741
Secondary,217,3201,Carrum Downs Secondary College,P O Box 8845,O,null,CARRUM DOWNS,VIC,3201,Frankston (C),263 McCormicks Road,1397,null,8423,VIC,Carrum Downs,Government,03 9788 9100,1,-38.094091,145.198245
Secondary,367,3152,Wantirna College,Harold Street,O,null,WANTIRNA,VIC,3152,Knox (C),Harold Street,1399,null,8428,VIC,Wantirna,Government,03 9801 9700,1,-37.857598,145.229974
Secondary,421,3113,Warrandyte High School,Cnr Alexander & Warrandyte Rds,O,null,Warrandyte,VIC,3113,Manningham (C),241-247 Heidelberg-Warrandyte Rd,1401,null,8437,VIC,Warrandyte,Government,03 9844 2749,1,-37.746939,145.184047
Secondary,497,3170,Wellington Secondary College,P O Box 1,O,null,MULGRAVE NORTH,VIC,3170,Monash (C),91 Police Road,1402,null,8462,VIC,Mulgrave,Government,03 9547 6822,1,-37.934656,145.17022
Secondary,726,3030,Werribee Secondary College,P O Box 314,O,null,WERRIBEE,VIC,3030,Wyndham (C),45 Duncans Road,1403,null,8465,VIC,Werribee,Government,03 9741 1822,1,-37.905536,144.668744
Secondary,343,3169,Westall Secondary College,88-128 Rosebank Avenue,O,null,CLAYTON SOUTH,VIC,3169,Kingston (C),88-128 Rosebank Avenue,1405,null,8470,VIC,Clayton South,Government,03 9546 3233,1,-37.94021554,145.1361047
Secondary,497,3150,Wheelers Hill Secondary College,Raphael Drive,O,null,WHEELERS HILL,VIC,3150,Monash (C),Raphael Drive,1406,null,8474,VIC,Wheelers Hill,Government,03 9561 5811,1,-37.910126,145.181743
Secondary,311,3016,Williamstown High School,76 Pasco Street,O,null,WILLIAMSTOWN,VIC,3016,Hobsons Bay (C),76 Pasco Street,1407,null,8475,VIC,Williamstown,Government,03 9397 1899,1,-37.862753,144.895131
Secondary,231,3145,Glen Eira College,76 Booran Road,O,null,CAULFIELD EAST,VIC,3145,Glen Eira (C),76 Booran Road,1411,null,8704,VIC,Caulfield East,Government,03 9571 7838,1,-37.8857,145.038006
Secondary,327,3064,Craigieburn Secondary College,102 Hothlyn Drive,O,null,CRAIGIEBURN,VIC,3064,Hume (C),102 Hothlyn Drive,1412,null,8705,VIC,Craigieburn,Government,03 9308 1144,1,-37.60861754,144.9355817
Secondary,145,3782,Emerald Secondary College,P O Box 264,O,null,EMERALD,VIC,3782,Cardinia (S),425 Belgrave-gembrook Rd,1413,null,8707,VIC,Emerald,Government,03 5968 5388,1,-37.92427055,145.4587437
Secondary,189,3073,Reservoir High School,855 Plenty Road,O,null,RESERVOIR,VIC,3073,Darebin (C),855 Plenty Road,1414,null,8708,VIC,Reservoir,Government,03 9466 0900,1,-37.722259,145.029772
Secondary,161,3976,Hampton Park Secondary College,P O Box 480,O,null,HAMPTON PARK,VIC,3976,Casey (C),58 - 96 Fordholm Road,1415,null,8709,VIC,Hampton Park,Government,03 8795 9400,1,-38.034925,145.259148
Secondary,726,3029,Hoppers Crossing Secondary College,2 Fraser Street,O,null,HOPPERS CROSSING,VIC,3029,Wyndham (C),2 Fraser Street,1416,null,8710,VIC,Hoppers Crossing,Government,03 9974 7777,1,-37.871223,144.695358
Secondary,118,3038,Keilor Downs Secondary College,PO Box 245,O,null,Taylors Lakes,VIC,3038,Brimbank (C),100-110 Odessa Avenue,1417,null,8715,VIC,Keilor Downs,Government,03 9365 8000,1,-37.716234,144.81158
Secondary,465,3337,Kurunjang Secondary College,P O Box 598,O,null,MELTON,VIC,3337,Melton (C),Kurunjang Drive,1419,null,8718,VIC,Melton,Government,03 9743 9211,1,-37.67318002,144.5858272
Secondary,217,3910,Elisabeth Murdoch College,80 Warrandyte Road,O,null,LANGWARRIN,VIC,3910,Frankston (C),80 Warrandyte Road,1421,null,8722,VIC,Langwarrin,Government,03 9788 2600,1,-38.159291,145.19018
Secondary,327,3429,Sunbury Downs Secondary College,P O Box 625,O,null,SUNBURY,VIC,3429,Hume (C),148-174 Mitchells Lane,1422,null,8723,VIC,Sunbury,Government,03 9744 0500,1,-37.58394438,144.7046129
Secondary,698,3151,Forest Hill College,178-180 Mahoneys Road,O,null,BURWOOD EAST,VIC,3151,Whitehorse (C),178-180 Mahoneys Road,1423,null,8724,VIC,Burwood East,Government,03 9814 9444,1,-37.847965,145.163859
Secondary,217,3198,Patterson River Secondary College,P O Box 2664,O,null,SEAFORD,VIC,3198,Frankston (C),78 - 98 Eel Race Road,1424,null,8725,VIC,Seaford,Government,03 8770 6700,1,-38.083284,145.134825
Secondary,66,3095,St Helena Secondary College,Wallowa Road,O,null,ELTHAM NORTH,VIC,3095,Banyule (C),Wallowa Road,1425,null,8730,VIC,Eltham North,Government,03 9438 8500,1,-37.68686717,145.1399078
Secondary,367,3178,Rowville Secondary College,P O Box 2123,O,null,ROWVILLE,VIC,3178,Knox (C),17 Paratea Drive,1427,null,8734,VIC,Rowville,Government,03 9755 4555,1,-37.92388682,145.2370885
Secondary,91,3191,Sandringham College,11 Holloway Road,O,null,SANDRINGHAM,VIC,3191,Bayside (C),11 Holloway Road,1429,null,8739,VIC,Sandringham,Government,03 8599 0500,1,-37.9566838,145.0233484
Secondary,735,3068,Fitzroy High School,Falconer Street,O,null,FITZROY NORTH,VIC,3068,Yarra (C),Falconer Street,1430,null,8742,VIC,Fitzroy North,Government,03 9488 1900,1,-37.784911,144.987476
Secondary,497,3147,Ashwood High School,50 VANNAM DRIVE,O,null,ASHWOOD,VIC,3147,Monash (C),50 Vannam Drive,1431,null,8743,VIC,Ashwood,Government,03 9807 1333,1,-37.86409815,145.1034098
Secondary,698,3132,Mullauna Secondary College,456 Springfield Road,O,null,MITCHAM,VIC,3132,Whitehorse (C),456 Springfield Road,1432,null,8744,VIC,Mitcham,Government,03 9874 3422,1,-37.80685322,145.190313
Secondary,571,3089,Diamond Valley College,P O Box 643,O,null,DIAMOND CREEK,VIC,3089,Nillumbik (S),165-179 Main Hurstbridge Road,1434,null,8746,VIC,Diamond Creek,Government,03 9438 1411,1,-37.672433,145.167704
Language,698,3151,Blackburn English Language School,120 Eley Road,O,null,BURWOOD EAST,VIC,3151,Whitehorse (C),120 Eley Road,1435,null,8747,VIC,Burwood East,Government,03 9803 4022,1,-37.847889,145.148292
Language,735,3066,Collingwood English Language School,19 Cambridge Street,O,null,COLLINGWOOD,VIC,3066,Yarra (C),19 Cambridge Street,1436,null,8748,VIC,Collingwood,Government,03 9419 7633,1,-37.80784119,144.9847995
Language,267,3174,Noble Park English Language School,21-35 Thomas Street,O,null,NOBLE PARK,VIC,3174,Greater Dandenong (C),21-35 Thomas Street,1437,null,8749,VIC,Noble Park,Government,03 9546 9578,1,-37.971168,145.178166
Secondary,66,3088,Greensborough Secondary College,Nell Street,O,null,GREENSBOROUGH,VIC,3088,Banyule (C),Nell Street,1438,null,8750,VIC,Greensborough,Government,03 9433 2666,1,-37.70865867,145.090129
Secondary,707,3082,Mill Park Secondary College,9-25 Moorhead Drive,O,null,MILL PARK,VIC,3082,Whittlesea (C),9 - 25 Moorhead Drive,1440,null,8775,VIC,Mill Park,Government,03 9407 9700,1,-37.66390279,145.0628602
Pri/Sec,726,3029,The Grange P-12 College,P O Box 730,O,null,WERRIBEE,VIC,3030,Wyndham (C),30 Deloraine Drive,1442,null,8783,VIC,Hoppers Crossing,Government,03 9748 9166,1,-37.8581346,144.6749381
Secondary,118,3038,Taylors Lakes Secondary College,P O Box 2374,O,null,TAYLORS LAKES,VIC,3038,Brimbank (C),1-39 Parmelia Drive,1443,null,8787,VIC,Taylors Lakes,Government,03 9390 3130,1,-37.7066603,144.7936498
Secondary,118,3020,Sunshine College,P O Box 165,O,null,SUNSHINE,VIC,3020,Brimbank (C),Graham Street,1444,null,8790,VIC,Sunshine,Government,03 8311 5200,1,-37.790253,144.828069
Secondary,485,3756,Wallan Secondary College,PO Box 405,O,null,Wallan,VIC,3756,Mitchell (S),100 Duke Street,1445,null,8791,VIC,Wallan,Government,03 5783 0300,1,-37.418393,144.981473
Secondary,189,3071,Thornbury High School,238 Collins Street,O,null,Thornbury,VIC,3071,Darebin (C),238 Collins Street,1446,null,8797,VIC,Thornbury,Government,03 9480 4066,1,-37.75649469,145.0252135
Secondary,118,3037,Copperfield College,Goldsmith Avenue,O,null,DELAHEY,VIC,3037,Brimbank (C),Goldsmith Avenue,1448,null,8799,VIC,Delahey,Government,03 9307 5555,1,-37.719607,144.772454
Pri/Sec,311,3016,Bayside P-12 College,P O Box 515,O,null,ALTONA NORTH,VIC,3025,Hobsons Bay (C),29-69 Kororoit Creek Road,1449,null,8800,VIC,Williamstown,Government,03 9393 5800,1,-37.85770007,144.8852138
